age,money,salary,financial_products
43,445000000,65800000,186
84,317000000,61300000,199
79,728000000,42600000,376
93,91000000,53900000,193
33,836000000,54300000,161
66,420000000,57400000,81
49,916000000,82600000,348
92,304000000,41000000,177
55,51000000,89700000,346
65,467000000,61500000,166
85,814000000,42700000,40
17,81000000,46100000,462
2,769000000,45100000,95
94,57000000,94900000,213
30,752000000,58400000,106
26,83000000,86800000,265
81,190000000,54400000,98
15,16000000,30700000,280
76,106000000,80500000,89
46,7000000,64400000,10
61,539000000,39500000,366
59,814000000,56100000,206
66,446000000,26000000,197
56,185000000,49200000,272
1,903000000,37200000,55
45,965000000,51600000,308
28,95000000,62500000,330
13,574000000,26600000,290
17,925000000,58800000,39
79,428000000,57100000,456
40,745000000,96500000,194
62,648000000,99700000,364
44,18000000,59400000,172
66,883000000,46200000,194
37,607000000,52100000,199
86,945000000,48100000,117
57,987000000,74800000,466
52,381000000,96100000,307
74,458000000,30600000,127
15,665000000,54500000,452
48,343000000,72800000,388
75,854000000,77700000,448
18,866000000,58900000,407
7,899000000,66200000,204
9,157000000,24900000,32
22,767000000,48500000,161
25,129000000,91500000,404
9,534000000,68200000,443
56,554000000,43700000,234
99,119000000,29800000,369
51,814000000,79600000,90
49,312000000,99600000,226
52,840000000,91400000,59
60,101000000,87500000,122
64,773000000,71600000,158
53,440000000,81700000,416
100,175000000,67300000,437
80,498000000,92400000,378
97,56000000,56000000,148
50,409000000,42100000,438
13,275000000,84300000,104
33,203000000,38900000,61
66,163000000,33800000,4
78,269000000,72500000,172
10,438000000,70900000,393
71,842000000,92200000,128
47,765000000,67700000,411
81,831000000,35800000,329
34,688000000,56000000,97
40,214000000,37400000,14
83,644000000,36300000,448
23,222000000,85000000,147
27,793000000,75300000,72
15,571000000,68200000,322
24,834000000,53800000,274
48,86000000,93000000,166
1,417000000,52200000,12
73,233000000,49200000,41
37,597000000,74700000,141
33,20000000,50200000,113
43,606000000,59300000,419
39,55000000,48100000,228
48,159000000,69000000,159
17,321000000,39700000,30
68,910000000,52100000,204
94,470000000,39100000,447
77,978000000,43300000,190
63,204000000,39200000,459
73,884000000,44400000,150
30,136000000,94300000,304
47,917000000,90700000,152
49,565000000,73100000,433
25,179000000,95600000,66
32,309000000,32700000,383
57,328000000,52300000,92
92,221000000,34000000,100
36,563000000,94800000,35
78,924000000,64900000,455
71,688000000,34100000,395
52,565000000,29300000,421
32,759000000,76500000,120
37,434000000,25300000,295
38,22000000,57800000,252
2,651000000,45300000,286
5,303000000,87900000,55
100,656000000,52600000,184
29,58000000,46100000,144
16,401000000,62600000,444
61,801000000,35900000,462
88,477000000,40900000,217
93,119000000,93500000,81
49,263000000,64400000,336
21,285000000,99000000,46
81,683000000,97200000,224
67,875000000,91800000,443
8,859000000,75800000,231
89,459000000,79600000,223
96,707000000,49700000,335
75,611000000,24300000,309
7,157000000,39300000,289
17,289000000,29000000,209
98,67000000,60100000,455
51,762000000,63000000,108
44,240000000,80200000,374
28,651000000,35400000,344
51,104000000,40700000,39
5,978000000,46500000,111
21,86000000,65900000,214
23,98000000,37900000,109
91,434000000,54300000,357
3,244000000,62000000,235
88,41000000,91100000,266
84,878000000,54100000,398
31,907000000,85000000,420
45,586000000,56400000,403
40,845000000,84100000,18
4,776000000,31400000,100
39,844000000,58800000,41
51,364000000,91900000,259
62,584000000,34800000,302
14,389000000,86500000,335
9,989000000,77200000,301
36,263000000,28200000,117
91,424000000,44800000,289
97,546000000,50600000,456
7,399000000,54900000,273
13,721000000,59700000,179
78,669000000,34500000,428
1,955000000,38200000,363
75,545000000,61600000,408
57,852000000,86000000,329
93,728000000,94900000,434
87,213000000,80000000,319
72,162000000,78700000,145
38,45000000,74700000,395
86,428000000,90500000,140
52,147000000,44400000,1
100,541000000,72800000,179
65,151000000,81600000,248
82,140000000,45300000,443
51,865000000,44800000,150
59,429000000,81200000,111
36,269000000,32400000,384
70,599000000,70600000,257
32,393000000,65000000,171
71,917000000,60300000,130
45,700000000,58000000,369
97,257000000,90300000,241
77,973000000,45300000,218
86,460000000,70500000,66
7,278000000,64300000,304
77,824000000,71100000,80
100,647000000,82400000,223
60,234000000,42200000,231
52,981000000,63500000,308
89,257000000,71700000,331
68,96000000,74900000,118
9,980000000,85200000,410
6,389000000,61300000,130
31,80000000,32300000,183
83,3000000,70300000,17
5,297000000,90000000,39
47,629000000,88100000,432
33,509000000,54800000,278
69,452000000,49000000,201
96,212000000,83700000,223
77,614000000,64500000,382
38,817000000,93600000,55
79,933000000,67400000,393
72,577000000,94700000,437
81,708000000,80000000,121
44,710000000,55300000,309
99,804000000,47400000,220
38,966000000,55700000,446
26,666000000,74400000,375
66,145000000,55600000,78
9,25000000,86100000,285
59,385000000,88700000,62
87,972000000,70300000,316
26,550000000,30900000,396
86,970000000,81200000,201
48,175000000,33400000,109
42,477000000,77300000,343
53,642000000,57100000,65
47,640000000,68300000,438
30,451000000,88500000,241
22,840000000,79300000,75
12,581000000,53800000,338
71,170000000,73200000,406
45,291000000,77100000,84
82,630000000,58500000,251
28,296000000,87600000,403
4,829000000,29400000,402
14,494000000,76700000,399
40,19000000,60900000,261
20,847000000,38800000,277
38,151000000,93200000,306
29,259000000,55700000,307
26,445000000,33400000,49
26,47000000,76200000,424
99,961000000,24300000,70
48,286000000,28100000,68
37,731000000,48500000,261
12,980000000,39700000,166
85,575000000,65400000,183
1,295000000,87300000,356
31,492000000,37200000,94
93,979000000,32500000,55
62,649000000,37200000,26
28,335000000,26200000,25
2,155000000,31800000,22
14,79000000,79400000,223
10,563000000,63600000,278
24,61000000,95200000,257
96,965000000,37800000,471
99,769000000,30300000,405
99,316000000,67400000,289
86,980000000,43900000,383
11,625000000,96200000,282
81,302000000,42000000,419
41,309000000,29100000,450
22,311000000,95700000,168
56,534000000,44400000,365
56,896000000,64500000,4
50,500000000,33400000,139
62,427000000,38900000,160
14,602000000,52500000,41
42,563000000,26500000,142
67,764000000,50400000,407
51,496000000,86600000,330
54,322000000,62200000,348
99,339000000,68500000,264
29,662000000,41100000,320
35,943000000,47800000,474
72,70000000,98800000,165
23,758000000,27800000,201
70,808000000,85200000,367
68,888000000,71100000,72
12,818000000,83800000,56
44,655000000,91000000,338
100,842000000,50700000,246
97,447000000,30300000,9
100,556000000,66200000,371
3,422000000,29200000,370
8,177000000,86400000,329
14,186000000,62300000,316
63,395000000,86500000,349
71,213000000,67000000,463
14,378000000,97200000,246
54,668000000,35700000,187
30,5000000,80700000,155
72,302000000,30200000,129
5,634000000,72800000,436
61,811000000,42000000,298
78,533000000,84300000,2
3,218000000,43200000,345
92,581000000,83200000,122
22,341000000,75400000,262
34,658000000,41000000,355
77,290000000,37500000,157
94,288000000,29300000,350
82,548000000,38300000,461
23,746000000,54500000,435
3,169000000,83600000,245
65,513000000,91100000,245
65,2000000,68800000,213
81,477000000,64100000,315
72,725000000,82000000,114
100,532000000,67700000,178
89,850000000,40000000,430
57,297000000,58900000,106
14,549000000,55000000,269
12,316000000,29700000,460
10,837000000,25100000,56
74,978000000,89800000,304
12,181000000,27800000,266
48,637000000,83300000,334
96,98000000,51000000,280
10,320000000,64600000,449
31,804000000,51800000,296
93,15000000,66700000,91
55,732000000,78700000,222
69,748000000,98500000,246
44,705000000,38500000,331
3,669000000,78300000,399
81,241000000,46600000,21
72,337000000,88300000,336
92,461000000,55000000,274
29,123000000,49600000,338
46,311000000,49500000,101
41,365000000,47800000,66
30,776000000,51000000,179
92,894000000,59000000,330
60,516000000,69500000,336
2,536000000,83300000,163
64,689000000,43400000,77
7,307000000,89600000,192
49,350000000,26600000,449
81,271000000,35500000,75
82,912000000,46600000,182
62,993000000,28400000,32
58,828000000,83100000,54
79,189000000,55000000,330
74,892000000,65900000,178
11,826000000,40900000,407
21,562000000,87800000,190
82,318000000,49400000,442
14,67000000,28700000,347
76,973000000,46900000,76
64,842000000,27900000,393
32,341000000,57300000,303
56,414000000,86000000,199
40,310000000,97300000,153
54,479000000,30200000,412
31,687000000,26200000,142
77,250000000,55300000,64
55,369000000,31200000,174
86,951000000,57300000,233
1,446000000,59200000,256
56,203000000,85200000,37
53,661000000,89800000,53
53,242000000,89400000,317
65,522000000,27300000,127
61,974000000,28400000,207
11,85000000,34400000,263
13,163000000,67000000,153
69,76000000,40200000,1
63,548000000,50000000,181
65,933000000,95100000,113
78,121000000,37600000,9
34,597000000,73200000,61
59,25000000,86200000,59
9,476000000,87200000,42
6,931000000,39200000,201
40,382000000,80900000,344
2,340000000,38200000,122
97,969000000,59000000,373
52,93000000,82300000,403
27,72000000,28300000,334
61,512000000,54100000,350
91,769000000,62800000,142
74,723000000,50100000,202
4,320000000,86200000,21
8,712000000,54800000,294
58,790000000,93200000,47
46,195000000,43500000,319
95,672000000,56400000,332
29,431000000,32000000,33
5,174000000,45900000,55
38,855000000,63300000,467
9,943000000,97800000,49
61,516000000,86600000,395
68,488000000,53100000,435
17,750000000,39700000,239
54,734000000,87000000,435
38,517000000,25400000,470
84,999000000,97100000,409
89,891000000,31300000,331
79,791000000,97400000,380
90,331000000,48400000,450
45,934000000,24300000,309
50,765000000,80500000,140
36,213000000,65300000,404
31,764000000,63300000,6
29,410000000,95100000,315
62,950000000,60100000,313
20,895000000,37500000,256
64,572000000,58400000,295
53,248000000,32200000,286
18,762000000,80000000,206
86,41000000,96200000,82
45,679000000,78900000,142
61,282000000,27500000,135
66,789000000,79100000,24
33,346000000,37700000,122
83,459000000,91800000,345
17,114000000,91900000,400
98,877000000,70400000,231
19,351000000,88500000,46
28,631000000,55200000,395
32,339000000,80200000,87
22,470000000,44900000,3
20,189000000,35500000,95
88,604000000,89600000,353
46,210000000,25600000,185
46,300000000,62400000,443
97,828000000,56700000,354
42,189000000,47200000,264
24,220000000,55200000,79
12,133000000,38600000,244
49,830000000,38100000,447
80,738000000,49400000,156
81,610000000,52600000,343
6,793000000,83000000,308
60,736000000,84400000,392
49,93000000,36100000,302
7,919000000,83500000,344
87,151000000,72000000,334
45,366000000,97200000,71
2,255000000,86700000,60
98,23000000,67000000,225
82,66000000,51600000,209
7,134000000,80600000,314
100,678000000,44600000,33
87,650000000,77900000,132
88,398000000,76000000,389
89,182000000,93100000,230
10,573000000,33800000,311
96,362000000,87100000,270
78,390000000,97800000,452
75,574000000,58600000,451
15,245000000,38200000,137
36,109000000,87000000,273
42,877000000,32100000,145
91,753000000,69500000,368
44,838000000,41700000,410
15,76000000,93200000,382
40,885000000,47600000,16
25,916000000,62400000,282
70,294000000,44500000,291
11,772000000,91900000,367
21,585000000,57200000,244
60,95000000,24300000,410
35,22000000,60200000,464
38,882000000,57400000,102
99,673000000,31500000,422
16,804000000,42000000,26
5,522000000,67200000,32
76,333000000,65500000,217
28,700000000,76000000,409
70,121000000,82800000,405
75,825000000,87500000,280
56,672000000,53200000,58
56,331000000,73000000,167
16,24000000,71800000,41
3,113000000,35200000,303
79,319000000,32500000,136
41,482000000,93500000,368
52,416000000,42300000,146
23,797000000,81600000,209
28,140000000,78000000,147
46,992000000,66400000,311
94,757000000,60400000,453
36,651000000,36600000,214
82,642000000,83700000,66
24,580000000,35900000,470
25,817000000,51300000,153
4,995000000,49500000,44
41,764000000,38600000,397
23,767000000,50600000,247
76,561000000,71300000,224
73,773000000,81700000,423
70,862000000,73800000,145
13,260000000,28800000,150
74,771000000,39700000,80
18,625000000,59300000,164
86,781000000,45100000,199
75,22000000,95100000,434
18,846000000,75000000,308
88,374000000,90500000,6
42,414000000,54900000,238
81,592000000,50100000,452
14,272000000,88700000,37
46,381000000,66500000,94
31,117000000,44800000,98
20,255000000,24100000,227
79,140000000,34700000,19
97,691000000,89000000,403
62,224000000,29800000,198
88,902000000,82300000,70
38,733000000,25100000,192
78,323000000,46800000,363
31,374000000,44700000,328
17,225000000,85300000,204
97,480000000,69400000,79
52,929000000,79200000,369
67,228000000,46200000,118
86,944000000,85200000,31
61,390000000,30100000,263
58,562000000,67000000,239
4,416000000,75500000,373
71,931000000,88100000,169
28,25000000,47300000,66
81,372000000,84200000,86
3,855000000,30100000,393
75,813000000,41200000,48
89,191000000,31600000,285
17,355000000,67200000,247
64,838000000,89300000,255
18,28000000,80900000,233
36,15000000,82900000,131
78,449000000,65100000,116
36,340000000,94900000,102
83,259000000,64500000,263
57,968000000,50900000,305
84,393000000,75800000,253
35,856000000,29600000,374
18,379000000,72600000,229
4,244000000,82600000,242
2,142000000,50700000,364
79,482000000,32600000,209
1,467000000,25300000,252
79,276000000,53200000,23
82,5000000,83200000,58
26,712000000,83800000,298
78,171000000,42100000,3
49,529000000,42700000,126
100,181000000,76800000,92
69,883000000,69500000,54
10,360000000,63100000,368
54,750000000,94300000,134
37,675000000,32000000,137
89,839000000,53400000,135
47,103000000,85900000,3
78,733000000,41300000,396
18,964000000,94900000,134
88,275000000,85900000,377
76,411000000,27000000,446
93,311000000,92100000,108
44,990000000,68600000,8
54,18000000,93200000,442
29,285000000,50700000,336
70,927000000,76800000,444
17,287000000,88600000,196
69,295000000,73100000,38
90,948000000,60400000,10
68,592000000,43600000,203
23,658000000,61200000,157
8,184000000,93000000,326
92,61000000,71700000,112
57,879000000,74800000,347
75,881000000,55300000,244
10,489000000,99600000,210
20,506000000,81100000,385
13,760000000,35700000,342
93,235000000,73700000,94
26,398000000,64400000,312
23,459000000,78400000,427
11,207000000,93600000,137
12,146000000,47400000,378
46,171000000,52100000,305
77,907000000,25900000,439
72,821000000,66100000,250
49,391000000,72500000,295
90,609000000,54900000,33
32,398000000,66800000,416
83,431000000,68300000,163
46,825000000,38700000,48
50,212000000,66500000,449
65,348000000,51700000,428
71,890000000,31000000,98
86,979000000,66600000,320
91,625000000,38000000,87
24,598000000,69400000,35
83,920000000,93400000,410
53,392000000,96300000,404
69,890000000,74400000,7
69,12000000,27400000,238
42,45000000,54900000,138
77,899000000,57800000,269
53,551000000,31300000,373
66,44000000,81700000,16
56,109000000,55500000,211
68,991000000,59600000,170
61,742000000,62900000,274
25,805000000,67000000,183
48,111000000,50100000,113
11,957000000,61200000,394
78,344000000,24500000,268
76,580000000,36400000,393
59,515000000,29100000,244
99,309000000,90000000,143
28,181000000,79500000,190
74,370000000,67900000,155
1,74000000,51600000,196
24,391000000,60600000,415
24,929000000,86200000,307
27,319000000,83800000,21
35,679000000,94000000,31
18,889000000,84400000,260
75,414000000,40300000,161
33,477000000,94800000,233
85,764000000,68600000,423
32,72000000,48700000,24
5,575000000,49400000,427
56,801000000,24600000,427
10,182000000,40800000,337
45,578000000,40100000,333
4,771000000,52300000,50
34,720000000,97100000,103
51,281000000,95700000,241
7,88000000,41100000,361
82,606000000,94400000,212
89,533000000,54200000,207
46,301000000,96900000,168
35,323000000,89800000,114
91,59000000,83200000,32
44,358000000,90200000,411
13,235000000,26800000,311
21,438000000,67100000,309
9,757000000,91600000,386
66,5000000,78300000,402
75,809000000,82000000,397
5,83000000,71700000,431
79,99000000,44200000,344
27,140000000,99300000,108
24,145000000,54600000,268
7,970000000,70200000,408
70,835000000,48500000,248
77,196000000,31600000,375
75,778000000,52100000,106
69,966000000,52300000,385
89,992000000,94600000,194
7,166000000,45300000,373
69,231000000,60400000,365
95,858000000,28900000,245
69,362000000,55600000,158
91,119000000,49200000,46
18,792000000,66800000,361
68,586000000,59800000,303
24,888000000,68800000,227
8,10000000,88300000,33
14,932000000,65600000,431
71,652000000,61000000,63
33,909000000,87000000,264
54,889000000,75200000,421
41,860000000,48000000,292
52,180000000,43400000,404
30,559000000,94300000,70
54,406000000,99300000,67
25,100000000,40200000,141
67,779000000,78700000,68
2,897000000,94500000,309
41,169000000,67800000,134
14,892000000,41800000,113
26,340000000,49500000,130
49,713000000,91200000,106
62,667000000,27900000,450
51,683000000,60200000,79
7,11000000,62800000,89
31,71000000,64400000,396
29,706000000,86700000,108
26,573000000,31700000,259
69,894000000,25200000,257
19,143000000,67800000,130
53,49000000,49100000,447
39,99000000,94400000,296
93,343000000,46600000,102
84,344000000,84600000,162
23,982000000,63800000,333
48,891000000,55500000,118
15,730000000,71400000,146
82,669000000,54100000,434
21,205000000,51800000,275
92,925000000,56900000,50
47,243000000,36300000,405
32,340000000,44100000,149
90,681000000,97600000,143
51,417000000,59500000,37
14,345000000,89100000,188
25,316000000,95300000,261
31,968000000,34100000,398
61,448000000,76900000,203
77,941000000,65100000,351
62,969000000,69000000,283
52,210000000,90200000,367
31,831000000,66400000,263
69,372000000,78600000,403
87,135000000,37800000,303
34,879000000,84700000,162
86,438000000,42100000,326
68,715000000,28900000,139
51,834000000,63600000,159
36,859000000,62000000,432
30,244000000,94700000,219
76,443000000,92000000,77
64,433000000,66900000,249
56,126000000,77800000,472
27,688000000,26300000,350
94,697000000,29800000,359
93,238000000,81800000,400
29,547000000,76100000,53
81,738000000,68200000,105
26,229000000,53300000,207
74,694000000,35700000,430
92,152000000,58700000,310
91,961000000,65900000,174
71,763000000,95700000,301
39,237000000,52500000,56
82,618000000,89000000,111
51,729000000,65600000,330
93,777000000,63100000,11
47,895000000,62000000,372
71,113000000,32400000,123
67,9000000,48600000,464
36,723000000,68400000,54
74,155000000,74100000,64
37,604000000,98200000,471
40,360000000,73500000,46
4,471000000,67200000,417
35,432000000,81100000,164
30,440000000,71700000,106
55,841000000,83100000,472
29,991000000,64700000,307
9,264000000,90500000,155
41,997000000,73300000,353
99,230000000,48800000,332
51,837000000,63400000,33
16,213000000,35700000,61
17,876000000,64000000,166
68,759000000,48100000,87
68,348000000,68300000,82
35,497000000,29400000,8
92,799000000,32200000,147
80,50000000,50100000,442
42,85000000,45100000,136
53,132000000,64200000,179
38,95000000,52000000,460
96,210000000,44000000,310
83,832000000,29700000,327
23,967000000,93100000,11
67,505000000,72500000,355
97,474000000,44700000,432
75,20000000,91000000,376
66,345000000,79700000,425
35,714000000,71500000,313
50,624000000,59400000,29
76,542000000,35400000,343
70,128000000,71700000,307
66,450000000,97100000,341
53,673000000,49400000,153
87,993000000,71900000,450
91,570000000,71200000,327
20,252000000,53600000,60
37,809000000,62300000,1
33,259000000,41200000,286
41,78000000,53700000,252
29,746000000,60900000,122
8,600000000,48100000,154
20,772000000,44400000,166
9,694000000,90800000,85
26,698000000,35600000,98
9,297000000,62000000,380
77,89000000,24900000,338
12,589000000,56200000,430
64,1000000,94600000,180
43,859000000,44800000,406
77,663000000,91500000,289
55,339000000,50700000,28
35,704000000,35600000,16
8,508000000,66400000,405
74,903000000,75900000,391
65,766000000,57700000,92
51,999000000,31300000,193
68,946000000,79600000,411
4,564000000,94900000,185
38,234000000,51000000,227
73,692000000,83200000,475
52,960000000,31600000,400
80,629000000,27600000,470
47,396000000,42700000,241
89,819000000,62200000,401
14,407000000,47000000,41
85,105000000,37200000,396
76,348000000,97200000,259
26,62000000,84700000,376
16,656000000,30300000,337
100,259000000,80900000,466
56,612000000,97100000,86
47,817000000,30100000,69
69,343000000,27100000,90
84,0,53400000,100
84,394000000,64200000,11
87,696000000,38800000,306
14,460000000,54600000,437
100,678000000,79000000,165
67,978000000,67900000,157
65,604000000,80300000,78
31,824000000,71700000,290
62,941000000,36800000,360
61,642000000,82200000,328
70,755000000,94900000,22
3,373000000,70400000,442
53,268000000,34000000,291
33,829000000,58300000,423
60,634000000,92000000,162
4,492000000,88900000,466
15,848000000,75900000,160
92,90000000,75700000,141
13,698000000,96400000,336
47,206000000,40100000,385
44,548000000,54800000,271
61,496000000,59800000,16
86,382000000,95700000,51
64,306000000,98200000,407
38,235000000,37700000,342
73,692000000,48400000,427
75,572000000,70500000,299
67,51000000,84100000,255
57,839000000,24500000,250
62,344000000,28400000,123
60,160000000,49800000,447
50,433000000,26000000,232
24,68000000,51100000,168
26,470000000,98500000,192
96,409000000,25800000,438
8,233000000,68200000,128
22,202000000,69700000,471
5,293000000,31000000,178
96,658000000,95700000,277
79,25000000,65600000,80
18,703000000,41700000,186
93,130000000,57100000,471
72,869000000,90600000,427
7,452000000,91800000,305
21,270000000,94200000,146
77,568000000,51300000,264
78,134000000,54700000,252
67,36000000,60900000,401
66,175000000,85100000,211
86,140000000,72500000,197
28,776000000,47300000,307
87,775000000,78900000,27
17,481000000,53800000,200
4,923000000,67400000,161
48,911000000,84300000,337
59,555000000,33600000,394
10,768000000,69100000,430
91,640000000,84100000,389
15,342000000,51800000,443
62,837000000,31000000,59
1,184000000,52300000,185
31,517000000,89900000,350
73,84000000,36500000,444
97,948000000,33200000,375
45,365000000,38800000,335
70,46000000,47100000,162
71,364000000,57000000,51
60,325000000,47500000,221
75,393000000,98800000,249
63,157000000,43400000,459
83,816000000,31300000,75
35,127000000,91000000,450
70,997000000,24900000,40
90,255000000,68400000,66
21,628000000,37600000,409
61,903000000,72000000,39
84,480000000,31600000,45
17,639000000,39100000,249
43,148000000,49700000,215
23,967000000,91200000,408
68,216000000,61600000,93
27,952000000,67600000,14
22,158000000,43100000,284
5,0,70600000,228
21,647000000,88700000,357
65,878000000,36900000,106
8,540000000,88200000,141
32,434000000,35300000,28
89,366000000,34000000,403
50,212000000,46200000,205
91,450000000,38800000,262
29,438000000,69500000,463
89,34000000,72400000,313
52,157000000,29800000,470
26,254000000,98700000,463
48,72000000,37200000,54
35,600000000,95900000,28
71,994000000,69900000,176
36,856000000,59700000,369
94,72000000,79300000,465
27,992000000,74300000,214
43,979000000,40000000,416
51,594000000,79000000,473
8,142000000,24100000,60
79,27000000,93400000,458
22,250000000,35000000,193
35,110000000,82400000,351
40,647000000,44800000,364
37,4000000,61900000,19
69,387000000,44300000,341
14,796000000,97900000,80
87,283000000,34200000,155
48,325000000,72300000,170
29,752000000,99400000,311
7,469000000,37500000,281
73,114000000,35900000,430
74,995000000,49900000,206
78,986000000,72900000,138
22,514000000,39700000,458
49,53000000,63300000,225
42,125000000,56500000,117
72,539000000,77200000,13
62,712000000,88400000,141
8,756000000,97000000,387
9,109000000,77700000,274
70,576000000,47000000,307
80,173000000,96400000,43
70,455000000,44300000,473
16,503000000,32000000,266
75,587000000,52900000,378
69,410000000,94200000,154
3,290000000,28800000,192
43,574000000,97300000,163
4,103000000,92100000,238
45,719000000,39100000,175
42,906000000,89700000,38
62,515000000,28000000,143
5,654000000,66300000,96
45,117000000,35900000,73
12,450000000,86600000,155
53,175000000,85000000,173
74,804000000,69200000,410
60,18000000,36700000,373
31,897000000,92100000,275
14,444000000,88700000,113
13,4000000,69800000,257
22,845000000,59800000,221
16,335000000,97000000,332
80,91000000,69100000,4
51,109000000,32900000,189
46,342000000,42100000,165
13,625000000,75200000,92
91,980000000,85200000,347
60,569000000,91900000,401
7,859000000,67500000,81
75,701000000,73400000,225
32,181000000,39300000,399
7,242000000,97200000,272
31,919000000,65700000,406
49,53000000,56500000,111
33,789000000,88400000,115
76,822000000,54500000,318
77,87000000,96500000,163
12,31000000,36500000,143
55,510000000,86500000,361
22,761000000,60300000,385
15,446000000,40200000,468
11,148000000,75200000,215
91,362000000,33400000,254
16,264000000,54200000,87
91,312000000,82100000,419
59,445000000,71400000,376
25,54000000,65300000,257
69,416000000,60200000,3
15,779000000,51600000,333
86,268000000,98600000,29
29,953000000,46600000,28
66,94000000,43200000,105
40,239000000,87900000,474
28,885000000,72900000,190
36,236000000,31100000,348
43,771000000,86900000,69
78,657000000,28000000,183
42,0,83800000,194
67,200000000,39300000,157
11,162000000,53200000,146
75,817000000,30600000,267
69,458000000,82900000,422
63,656000000,60500000,110
85,130000000,93000000,154
75,658000000,80000000,270
36,384000000,96000000,8
91,798000000,29600000,374
62,932000000,26200000,393
61,521000000,93200000,339
99,479000000,38400000,394
73,318000000,97500000,420
38,593000000,41700000,13
35,335000000,32000000,69
23,865000000,71600000,43
90,182000000,28500000,97
56,834000000,69200000,164
97,590000000,28600000,449
65,581000000,47400000,341
62,296000000,51900000,236
12,927000000,98200000,106
16,465000000,76000000,101
67,412000000,31300000,344
28,903000000,77600000,8
45,807000000,90100000,463
79,477000000,51500000,191
69,956000000,80500000,407
92,45000000,94000000,130
83,288000000,53400000,469
24,992000000,43800000,23
97,879000000,58600000,376
76,85000000,92400000,136
86,175000000,38100000,422
96,202000000,55100000,357
85,654000000,96200000,68
2,178000000,54100000,245
65,304000000,82200000,62
42,495000000,29200000,150
3,622000000,63100000,312
76,860000000,86500000,220
53,636000000,69100000,1
56,728000000,91400000,347
28,300000000,32700000,438
99,817000000,63300000,24
29,43000000,26900000,470
58,218000000,53600000,121
20,908000000,96000000,283
91,49000000,77700000,424
43,496000000,60900000,279
71,156000000,93700000,255
33,209000000,97300000,318
1,477000000,39700000,264
21,89000000,55100000,88
54,156000000,89600000,398
68,974000000,84900000,460
95,79000000,25800000,82
11,189000000,84900000,361
58,714000000,45000000,146
1,426000000,75300000,174
60,766000000,43100000,291
39,35000000,90900000,70
88,182000000,93700000,150
97,178000000,37500000,334
61,129000000,60200000,182
44,767000000,30000000,236
27,400000000,25100000,337
78,860000000,41800000,59
12,508000000,54800000,343
83,962000000,73800000,16
10,766000000,38900000,201
91,720000000,72100000,73
3,364000000,89200000,385
99,240000000,92200000,137
88,801000000,47400000,231
89,689000000,27900000,98
33,478000000,88600000,236
28,200000000,73200000,366
11,702000000,38900000,221
60,48000000,38000000,390
76,796000000,46300000,81
42,240000000,30000000,247
41,138000000,97800000,69
21,593000000,47700000,325
33,756000000,47500000,170
28,263000000,63200000,230
20,245000000,26700000,321
68,329000000,36500000,22
61,779000000,81600000,325
56,886000000,26100000,197
59,958000000,34100000,110
69,743000000,57700000,338
74,80000000,29000000,399
20,752000000,25800000,69
20,764000000,90200000,435
55,428000000,65600000,238
14,914000000,82100000,85
34,464000000,90000000,44
78,772000000,53600000,425
88,205000000,75900000,390
13,862000000,45700000,176
93,52000000,58900000,46
88,352000000,38100000,192
100,536000000,61000000,452
52,604000000,99000000,199
72,442000000,65400000,64
85,596000000,60300000,277
60,32000000,83500000,193
100,748000000,33200000,160
73,298000000,62700000,41
67,117000000,61600000,68
40,138000000,81500000,454
95,269000000,60700000,91
43,340000000,65600000,84
84,794000000,65100000,32
38,57000000,33000000,296
16,938000000,71300000,191
30,610000000,26100000,454
9,859000000,71300000,240
39,581000000,88700000,157
50,626000000,80200000,386
99,937000000,46200000,84
39,945000000,40300000,185
98,63000000,69300000,352
5,81000000,70000000,92
79,185000000,55500000,349
58,886000000,93100000,467
11,645000000,72000000,57
57,277000000,80800000,56
15,89000000,50000000,424
2,140000000,65400000,113
78,13000000,41900000,440
54,557000000,83200000,426
52,687000000,78300000,156
12,756000000,73300000,89
6,881000000,80100000,129
94,283000000,96100000,459
85,258000000,42900000,257
78,416000000,36600000,138
77,393000000,59600000,363
83,541000000,33700000,408
99,337000000,81400000,49
29,646000000,48600000,121
40,172000000,49400000,373
77,119000000,88100000,109
57,698000000,78400000,391
13,199000000,34600000,456
44,124000000,62100000,186
36,261000000,93600000,223
58,900000000,33700000,318
70,506000000,92300000,469
31,61000000,38200000,210
78,188000000,69100000,103
56,33000000,86200000,79
69,588000000,69300000,7
4,753000000,51900000,235
80,988000000,93200000,333
69,129000000,86900000,136
48,144000000,53600000,127
49,749000000,89800000,476
42,374000000,24000000,330
98,116000000,37500000,403
83,81000000,89600000,337
35,296000000,98100000,353
97,577000000,76400000,119
57,216000000,42200000,240
16,212000000,38900000,151
4,770000000,28200000,460
46,8000000,49500000,468
88,238000000,69400000,2
90,765000000,82400000,58
50,372000000,32000000,428
63,478000000,40300000,89
92,955000000,31100000,90
90,771000000,51200000,290
40,986000000,82100000,298
46,341000000,61900000,86
15,589000000,37900000,176
28,603000000,37300000,454
81,902000000,33800000,298
5,112000000,74400000,196
41,135000000,70900000,390
2,823000000,65700000,361
71,534000000,48900000,308
79,76000000,52500000,469
3,105000000,36300000,420
76,635000000,93300000,251
94,667000000,76200000,54
21,415000000,67000000,132
28,849000000,41000000,292
69,199000000,45100000,408
